review_id,clean_text,metadata_json
e80feae6de4aba5373f5,thank you myntra to became our life so easy.,"{""review_id"": ""e80feae6de4aba5373f5"", ""source"": ""play_store""}"
0dc7d2979cfd47e773f6,good qality,"{""review_id"": ""0dc7d2979cfd47e773f6"", ""source"": ""play_store""}"
69fb2e03215437793d98,"man today I ordered 2 pair of shoes and received only one pair pair of shoes , he took the whole money saying it is the full order and the shoes were for roadster but it was duplicate and used has well , the tag was off , and what I have observed is they are selling more duplicate iteams in myntra now a days , previously I ordered HRX clogs and got some other brand insted some local one","{""review_id"": ""69fb2e03215437793d98"", ""source"": ""play_store""}"
2b49ce389a6842e943c1,experience was very nice,"{""review_id"": ""2b49ce389a6842e943c1"", ""source"": ""play_store""}"
b5cb94d93ef95c385630,good to go with and very good delivery also..,"{""review_id"": ""b5cb94d93ef95c385630"", ""source"": ""play_store""}"
79557c8f9622538b665d,the appp and service is too good,"{""review_id"": ""79557c8f9622538b665d"", ""source"": ""play_store""}"
9139a4c67f5ff99ea3e8,I liked product guys must buy this,"{""review_id"": ""9139a4c67f5ff99ea3e8"", ""source"": ""play_store""}"
42f435631f206ac85ad3,Nice app 👌,"{""review_id"": ""42f435631f206ac85ad3"", ""source"": ""play_store""}"
3a83ab4e5f24ae36462e,fake apps fake product,"{""review_id"": ""3a83ab4e5f24ae36462e"", ""source"": ""play_store""}"
1c9359436e4087c7cbb9,"it's an amazing, affordable online shopping application","{""review_id"": ""1c9359436e4087c7cbb9"", ""source"": ""play_store""}"
021033b0b0c2220637b7,The quality of the fabric is so bad and the wrong labelling also model height and size were wrong in labelling... The quality of the jeans is reduced so much that they are given fabric like meesho with twice or thrice the price ....also most jeans are straight fit and labelled as wide legs ...are you guys letting people sell anything whatsoever ?,"{""review_id"": ""021033b0b0c2220637b7"", ""source"": ""play_store""}"
e3588022aef652a12d09,myntra is very convenient to use and specifically get original product in its value and quality ☺️ is also great...,"{""review_id"": ""e3588022aef652a12d09"", ""source"": ""play_store""}"
38fbce990b658cf72ec3,good experience with myntra withing last 6-7 years ...,"{""review_id"": ""38fbce990b658cf72ec3"", ""source"": ""play_store""}"
f1a303e939fb093cfa2b,myntra is a good deal app,"{""review_id"": ""f1a303e939fb093cfa2b"", ""source"": ""play_store""}"
47b85e954ba5797ee3f2,genuine brands,"{""review_id"": ""47b85e954ba5797ee3f2"", ""source"": ""play_store""}"
c8f5a89aa13fb4056469,"very good app , love shopping here and kind people and service team","{""review_id"": ""c8f5a89aa13fb4056469"", ""source"": ""play_store""}"
fa99a15bf2a45b05a9ce,amazing app with lowest price and quality and very authentic brands...,"{""review_id"": ""fa99a15bf2a45b05a9ce"", ""source"": ""play_store""}"
f73fb08d35ddb36d140e,genuine brands are on this app,"{""review_id"": ""f73fb08d35ddb36d140e"", ""source"": ""play_store""}"
2d306e53837937d761a2,amazing app,"{""review_id"": ""2d306e53837937d761a2"", ""source"": ""play_store""}"
7900761afc8d227f2f1b,superb application,"{""review_id"": ""7900761afc8d227f2f1b"", ""source"": ""play_store""}"
325d1fd4e39524f8f0f5,i really like the product of myntra,"{""review_id"": ""325d1fd4e39524f8f0f5"", ""source"": ""play_store""}"
4c7ebfa9a1283c48cd76,Best Quality till using want to order more,"{""review_id"": ""4c7ebfa9a1283c48cd76"", ""source"": ""play_store""}"
4cf1f4ae2b043477149a,good app for shopping,"{""review_id"": ""4cf1f4ae2b043477149a"", ""source"": ""play_store""}"
179cf13ca8a835c1e79a,"nice body wash, nice smell 😁","{""review_id"": ""179cf13ca8a835c1e79a"", ""source"": ""play_store""}"
ced06d1391869d7d2aa3,excellent and promt service on the confirmed date. very happy with Myntra,"{""review_id"": ""ced06d1391869d7d2aa3"", ""source"": ""play_store""}"
2c5212ebc6196123278f,excellent ❤️,"{""review_id"": ""2c5212ebc6196123278f"", ""source"": ""play_store""}"
e4b7bde97d26f509a793,Really this a best platform for online marketing,"{""review_id"": ""e4b7bde97d26f509a793"", ""source"": ""play_store""}"
91adbc6efdfba2509b90,their dlvry persons sometimes do fraud,"{""review_id"": ""91adbc6efdfba2509b90"", ""source"": ""play_store""}"
182ec4bc0a221540ad2a,fabric quality too good purchase on myntra,"{""review_id"": ""182ec4bc0a221540ad2a"", ""source"": ""play_store""}"
d0efe548d024a9793013,very good app and product is also good and affordable,"{""review_id"": ""d0efe548d024a9793013"", ""source"": ""play_store""}"
9b1f34f235ed89e05edd,very best & Reliable ❤️❤️,"{""review_id"": ""9b1f34f235ed89e05edd"", ""source"": ""play_store""}"
cadbf9b867bdfcf7b48b,every product is good 👍,"{""review_id"": ""cadbf9b867bdfcf7b48b"", ""source"": ""play_store""}"
45d8525218ff168bc5d7,yess it's good,"{""review_id"": ""45d8525218ff168bc5d7"", ""source"": ""play_store""}"
089e1b00933b87b8a7f1,my experience on this app is so good 😊 please provide me some discount coupons please,"{""review_id"": ""089e1b00933b87b8a7f1"", ""source"": ""play_store""}"
cfa2e3eca8e29206134f,Amazing product and good experience,"{""review_id"": ""cfa2e3eca8e29206134f"", ""source"": ""play_store""}"
9300f6eb3ec0eca51fb9,good quality products,"{""review_id"": ""9300f6eb3ec0eca51fb9"", ""source"": ""play_store""}"
3473c06361150afc2a71,I like the most about myntra is about quality and trust,"{""review_id"": ""3473c06361150afc2a71"", ""source"": ""play_store""}"
e000e02e3187b87d4000,best online shopping experience,"{""review_id"": ""e000e02e3187b87d4000"", ""source"": ""play_store""}"
83add668fe7153babf72,product is very good,"{""review_id"": ""83add668fe7153babf72"", ""source"": ""play_store""}"
3aeb9a71cd3d8dd08dc4,"⭐⭐⭐⭐⭐ I've had a great shopping experience with Myntra. The app is easy to use, offers a wide variety of fashion brands, and the product quality is generally excellent. Delivery is usually on time, and returns and refunds are smooth and hassle-free. I also like the frequent discounts and deals, which make shopping more affordable. Overall, it's one of the best online shopping apps for fashion. Highly recommended!","{""review_id"": ""3aeb9a71cd3d8dd08dc4"", ""source"": ""play_store""}"
78446ae31b09a3b54af0,"my first choice always Myntra , best quality & best service 😍","{""review_id"": ""78446ae31b09a3b54af0"", ""source"": ""play_store""}"
6f82db8a50d0358c4340,"awesome good quality, very very amazing collection love to buy quality 10/10 & glam clan program is totally amazing","{""review_id"": ""6f82db8a50d0358c4340"", ""source"": ""play_store""}"
e307a829b7baca331828,useful product's,"{""review_id"": ""e307a829b7baca331828"", ""source"": ""play_store""}"
e6388a37271c7f41d44a,trusted online shopping platform,"{""review_id"": ""e6388a37271c7f41d44a"", ""source"": ""play_store""}"
692f8e9d273077806ef6,Fantastic experience while placing my first order.,"{""review_id"": ""692f8e9d273077806ef6"", ""source"": ""play_store""}"
fcafa597e6d6f95c1eef,"update: I dropped an email as soon as I saw the response but till date no reply. pathetic Cheating! they canceled my return pick up. the delivery guy asked me to leave the package in a box since it is office space and I left it there. now they canceled it. so I dont have the product, neither they gave a refund... totally unethical people","{""review_id"": ""fcafa597e6d6f95c1eef"", ""source"": ""play_store""}"
b5c98c185765de7daa4b,every thing is good no complaint,"{""review_id"": ""b5c98c185765de7daa4b"", ""source"": ""play_store""}"
c5e6adb9cec4d78d74c8,Thanks for sharing 👍,"{""review_id"": ""c5e6adb9cec4d78d74c8"", ""source"": ""play_store""}"
67d797b97cefb0d8a11e,Deliver Good Quality Product,"{""review_id"": ""67d797b97cefb0d8a11e"", ""source"": ""play_store""}"
b3b4e66060af3834210d,Wide range to choose from. Excellent to buy from during sales,"{""review_id"": ""b3b4e66060af3834210d"", ""source"": ""play_store""}"
ce4415a232e550419b2b,very valuable 👌,"{""review_id"": ""ce4415a232e550419b2b"", ""source"": ""play_store""}"
d6356baff7cd3bbcc84b,I love Myntra thank you for the wonderful products i ordered from myntra,"{""review_id"": ""d6356baff7cd3bbcc84b"", ""source"": ""play_store""}"
943af6640c8d74bf0bd4,Myntra app is the best platform for online shopping. my favourite Shop!,"{""review_id"": ""943af6640c8d74bf0bd4"", ""source"": ""play_store""}"
296fe6f8ad61452bad93,quality products are available,"{""review_id"": ""296fe6f8ad61452bad93"", ""source"": ""play_store""}"
7d6f5341b1409f3b13cd,ok okay thik thak h kpde ke according prize jade h ye 300 se jade ka lg nhi rha h kabda quality bahot achhi nhi h,"{""review_id"": ""7d6f5341b1409f3b13cd"", ""source"": ""play_store""}"
c32266be4ede9c0af339,This app is very genuine and trusted shopping brands are too good Quality I love mynthra 🥰🥰🥰🥰🤩🤩🤩🤩❤️❤️,"{""review_id"": ""c32266be4ede9c0af339"", ""source"": ""play_store""}"
6bfefaec054c688fbc99,my experience with myntra is very good from ordering to receiving everything is on time and service is best for me 🎀,"{""review_id"": ""6bfefaec054c688fbc99"", ""source"": ""play_store""}"
6c08fee9b537de0d699b,genuine product affordable price,"{""review_id"": ""6c08fee9b537de0d699b"", ""source"": ""play_store""}"
1e42b3e048397d88640c,quality was good.and packaging also nice,"{""review_id"": ""1e42b3e048397d88640c"", ""source"": ""play_store""}"
fa98e93ac7b72393de59,"Good variety selections, easy return options","{""review_id"": ""fa98e93ac7b72393de59"", ""source"": ""play_store""}"
afd89790f93e0560602c,very good myntra,"{""review_id"": ""afd89790f93e0560602c"", ""source"": ""play_store""}"
ce57f19e09ea603c1bf6,awesome service..and products🎉❤️ and trustable app,"{""review_id"": ""ce57f19e09ea603c1bf6"", ""source"": ""play_store""}"
cdaf09f03b43d4f5e9e7,put more options in product,"{""review_id"": ""cdaf09f03b43d4f5e9e7"", ""source"": ""play_store""}"
21a03e96a5cd23d63963,Excellent app...very user friendly. Best Filter criteria across all clothing apps.,"{""review_id"": ""21a03e96a5cd23d63963"", ""source"": ""play_store""}"
83476b20f80eee77715e,but they do not provide cash on delivery,"{""review_id"": ""83476b20f80eee77715e"", ""source"": ""play_store""}"
44d19dd1c061f0994656,"Excellent products and worth for money, good quality Loved the product! The fabric feels premium and the stitching is neat. Looks even better in person than in the pictures. Very happy with this Myntra purchase!","{""review_id"": ""44d19dd1c061f0994656"", ""source"": ""play_store""}"
cec6353b5c170b18b305,nice experience for shopping it feels premium to shop from here,"{""review_id"": ""cec6353b5c170b18b305"", ""source"": ""play_store""}"
468f3c797800a00e7959,excellent app genuine product,"{""review_id"": ""468f3c797800a00e7959"", ""source"": ""play_store""}"
ba27d1508186f217ccda,i 100% believe in myntra product always pure,"{""review_id"": ""ba27d1508186f217ccda"", ""source"": ""play_store""}"
99e326b0b9c8ccd3bcef,"Myntra is a fantastic online shopping platform for fashion and lifestyle, offering a huge selection, trendy styles, and easy returns. Key highlights include big brand variety, fast delivery, and helpful size guides. Amazing shopping experience! Myntra has the best collection of trendy clothes and top brands. Delivery is always on time, and the return policy is super smooth. Highly recommended for fashion lovers!","{""review_id"": ""99e326b0b9c8ccd3bcef"", ""source"": ""play_store""}"
1342aded0d802c432828,Great Experience 👍,"{""review_id"": ""1342aded0d802c432828"", ""source"": ""play_store""}"
bd0e082840060054ef80,just love to shop here in myntra no hussle for returning anything,"{""review_id"": ""bd0e082840060054ef80"", ""source"": ""play_store""}"
d7d01338861a8b9c009a,amezing platform 😚🎀,"{""review_id"": ""d7d01338861a8b9c009a"", ""source"": ""play_store""}"
8ae3e9d3032602ab2bec,no 1 shopping app,"{""review_id"": ""8ae3e9d3032602ab2bec"", ""source"": ""play_store""}"
77df79c8df4a5e6bb6d6,good but too much platform fee 😕,"{""review_id"": ""77df79c8df4a5e6bb6d6"", ""source"": ""play_store""}"
d97720d52ad511b4d5c0,mind blowing app,"{""review_id"": ""d97720d52ad511b4d5c0"", ""source"": ""play_store""}"
1e76b5d2c0d2679cdf7e,"Very disappointing experience. My refund was credited to someone else's account instead of my bank account. I informed customer support many times, but they never listened or properly understood my issue. The helpline is completely useless and they kept giving the same responses without resolving the problem. Even after repeated complaints, my issue remains unresolved. I expected better service, but this has been the worst customer support experience I have ever had. I do not recommend this serv","{""review_id"": ""1e76b5d2c0d2679cdf7e"", ""source"": ""play_store""}"
da44b35d3112dd3bb9ae,better than any other plateform,"{""review_id"": ""da44b35d3112dd3bb9ae"", ""source"": ""play_store""}"
ed6254b774b57ee92b7e,wonderful app,"{""review_id"": ""ed6254b774b57ee92b7e"", ""source"": ""play_store""}"
2196fc4e573a6ba64e22,"""Love shopping on Myntra! The collection of clothing and accessories is top-notch, delivery is always on time, and returns/exchanges are completely hassle-free.""","{""review_id"": ""2196fc4e573a6ba64e22"", ""source"": ""play_store""}"
71a4b65826e7a263a0f3,exceptional,"{""review_id"": ""71a4b65826e7a263a0f3"", ""source"": ""play_store""}"
29fae9337af3c0a359f5,Very good app must use,"{""review_id"": ""29fae9337af3c0a359f5"", ""source"": ""play_store""}"
1297388cc098b5e41afa,I like this platform for shopping it's too good. Its material quality is too good.,"{""review_id"": ""1297388cc098b5e41afa"", ""source"": ""play_store""}"
ea17b27d757e8b4af59e,best quality app,"{""review_id"": ""ea17b27d757e8b4af59e"", ""source"": ""play_store""}"
18ff2141079c86143647,the products were very good and very wide collection,"{""review_id"": ""18ff2141079c86143647"", ""source"": ""play_store""}"
37a736e3566a98c014d1,आज कल कुछ डिलीवरी बाय चौरी v kr रहे है सब पैकेट का सामान चेंज कर देते है अब फिर कंपनी मानने को तैयार नहीं होता है उनके द्वारा कहा जाता है कि माने सामान सही भेजा था ये अधिकतर फ्लिपकार्ट myntra pr ho raha hai hai सबसे अच्छा है हर सामान का ओपन बॉक्स डिलीवरी हो सामान सही तो कस्टमर ले नहीं तो सेम टाइम रिटर्न ले के जाए डिलीवरी बाय उसे बाद में क्यों रिटर्न करें कस्टमर और कंपनी दोनों का टाइम खराब होता है इसमें कंपनी के सभी बड़े अधिकारी इस कम में मिले है कस्टमर को लुटा जा रहा है,"{""review_id"": ""37a736e3566a98c014d1"", ""source"": ""play_store""}"
0da9ed12e4ff392ab109,just expensive,"{""review_id"": ""0da9ed12e4ff392ab109"", ""source"": ""play_store""}"
f3dd787920680190b6cf,pathetic ai customer service,"{""review_id"": ""f3dd787920680190b6cf"", ""source"": ""play_store""}"
6d590bb9bb1f06306cfb,I love to shop from myntra 😍,"{""review_id"": ""6d590bb9bb1f06306cfb"", ""source"": ""play_store""}"
347fe389ef3da4388700,Awesome price and you get everything 🥰,"{""review_id"": ""347fe389ef3da4388700"", ""source"": ""play_store""}"
e9c5824b86de2af2cb83,the product i received was exactly same but I am really disappointed with the service,"{""review_id"": ""e9c5824b86de2af2cb83"", ""source"": ""play_store""}"
6aab82afeb1f0808d9fe,always gives the best product,"{""review_id"": ""6aab82afeb1f0808d9fe"", ""source"": ""play_store""}"
d66758aad97cf45b4b81,product prices high rehta hai but products bhaut accha hota hai 🙌💖,"{""review_id"": ""d66758aad97cf45b4b81"", ""source"": ""play_store""}"
54cceebf42d461060e6e,good and absolutely satisfying 👍,"{""review_id"": ""54cceebf42d461060e6e"", ""source"": ""play_store""}"
93253f8187f9568f478c,best app for clothes ♥️,"{""review_id"": ""93253f8187f9568f478c"", ""source"": ""play_store""}"
c521459b4386c11e1020,very good shopping app,"{""review_id"": ""c521459b4386c11e1020"", ""source"": ""play_store""}"
e50ccc7aa990c7138a23,"❌❌These are fraud app ⚠️⚠️that order one product and deliver another. They initially promise discounts, but automatically cancel the order giving delivery issue.❌","{""review_id"": ""e50ccc7aa990c7138a23"", ""source"": ""play_store""}"
746904166a411fcec990,good and 👍,"{""review_id"": ""746904166a411fcec990"", ""source"": ""play_store""}"
4b439d5393192efdcdb5,very good 💯 result,"{""review_id"": ""4b439d5393192efdcdb5"", ""source"": ""play_store""}"
105c967b9cb753def734,shopping k liye sabse achhi app h,"{""review_id"": ""105c967b9cb753def734"", ""source"": ""play_store""}"
11d779680b70a31b6b39,good experience of shopping with myntra ....nice quality of products delivered...,"{""review_id"": ""11d779680b70a31b6b39"", ""source"": ""play_store""}"
1828bbca5babc5172619,nice app for fashion 👍,"{""review_id"": ""1828bbca5babc5172619"", ""source"": ""play_store""}"
5b3da6f5faea0179147b,delivery is not available in some areas 👎🏻,"{""review_id"": ""5b3da6f5faea0179147b"", ""source"": ""play_store""}"
50a922d7fe95622a9de2,the shoe price is was very nice and app also,"{""review_id"": ""50a922d7fe95622a9de2"", ""source"": ""play_store""}"
feb1b4bbfe0db51d65fd,very very nice 👍👍,"{""review_id"": ""feb1b4bbfe0db51d65fd"", ""source"": ""play_store""}"
456dc95f0e6435eeffd4,Good Plateform,"{""review_id"": ""456dc95f0e6435eeffd4"", ""source"": ""play_store""}"
0d6cee481cb9b47a0a6a,order quality is better is delivered faster than other platforms,"{""review_id"": ""0d6cee481cb9b47a0a6a"", ""source"": ""play_store""}"
9601f5ac7a79197ffb3d,excellent products,"{""review_id"": ""9601f5ac7a79197ffb3d"", ""source"": ""play_store""}"
f389b61fdaa2ac1476d4,best app for clothes shopping 🛍️,"{""review_id"": ""f389b61fdaa2ac1476d4"", ""source"": ""play_store""}"
d45f5b7a75aae0ab476c,very good experience 👌,"{""review_id"": ""d45f5b7a75aae0ab476c"", ""source"": ""play_store""}"
98f137c546d8c0acf0a3,good 👍 👍 👍 👍,"{""review_id"": ""98f137c546d8c0acf0a3"", ""source"": ""play_store""}"
46db39b748b509feebdd,exlant super quality,"{""review_id"": ""46db39b748b509feebdd"", ""source"": ""play_store""}"
97c2a81da7e6820b0cb3,Good and Easy to use.,"{""review_id"": ""97c2a81da7e6820b0cb3"", ""source"": ""play_store""}"
5b9b3b7fe5f0e48f5302,Myntra Fashion Shoping app is the best 👌,"{""review_id"": ""5b9b3b7fe5f0e48f5302"", ""source"": ""play_store""}"
c23cb3f081bd59f94f8d,"Good product, good offers compared to other apps","{""review_id"": ""c23cb3f081bd59f94f8d"", ""source"": ""play_store""}"
d81a1e6158bb8fef1a69,Funds transfer is not effective,"{""review_id"": ""d81a1e6158bb8fef1a69"", ""source"": ""play_store""}"
93a66db82595d9972a01,product not delivered also amount not refunded,"{""review_id"": ""93a66db82595d9972a01"", ""source"": ""play_store""}"
bf8fc60fd6418df530e1,myntra Always deliver quality,"{""review_id"": ""bf8fc60fd6418df530e1"", ""source"": ""play_store""}"
208de862de4a5f3dcb2b,good collections 😀,"{""review_id"": ""208de862de4a5f3dcb2b"", ""source"": ""play_store""}"
23d053b8ea79ecd238d0,myntra was not gave details properly,"{""review_id"": ""23d053b8ea79ecd238d0"", ""source"": ""play_store""}"
1c54efa9987d902edd8a,"unbelievable experience, Allah time Awesome","{""review_id"": ""1c54efa9987d902edd8a"", ""source"": ""play_store""}"
8cd7147c48fba890127a,nice app for purchasing,"{""review_id"": ""8cd7147c48fba890127a"", ""source"": ""play_store""}"
8c99b5afa9a3ce47f2a6,myntra is a good shopping aap 🤗🥰😘,"{""review_id"": ""8c99b5afa9a3ce47f2a6"", ""source"": ""play_store""}"
5a93d1aaaa97b576f223,best shopping options,"{""review_id"": ""5a93d1aaaa97b576f223"", ""source"": ""play_store""}"
ee7234921e3be02fb32d,it's a very useful app,"{""review_id"": ""ee7234921e3be02fb32d"", ""source"": ""play_store""}"
05b8e084c58d85e178e2,very good survice,"{""review_id"": ""05b8e084c58d85e178e2"", ""source"": ""play_store""}"
bedd8e07f27530771fae,"The app is really very good and the weather is price or product qualities that it suggests in a lower price plus give more offer/discount and many more , just go for it one of the best app I ever downloaded.","{""review_id"": ""bedd8e07f27530771fae"", ""source"": ""play_store""}"
04d2aee54443cf0ce674,"Whenever you place an order, if there is late delivery then you have to cancel it.","{""review_id"": ""04d2aee54443cf0ce674"", ""source"": ""play_store""}"
c7a0cd450f6147dbdb2e,"myntra definitely needs a dark mode theme because there are people like us, who often likes to shop during bedtime or mostly when they are at home relaxing . it is going to help so much. :) all this years been waiting for this update but no updates as such till date.","{""review_id"": ""c7a0cd450f6147dbdb2e"", ""source"": ""play_store""}"
34ed2f6febf469c49b40,"The product quality and look is just as same as I reviewed before placing the order and as per my expectations, I would highly recommend to go for it if you are looking for office usage. It gives a very premium look but the only thing was that i was expecting my Esbeda handbag into an Esbeda boxing or packaging, but overall i recieved the product safely and packed in myntra packaging.Thankyou Myntra❤️","{""review_id"": ""34ed2f6febf469c49b40"", ""source"": ""play_store""}"
e32a9de71d3481267de3,best shopping platform,"{""review_id"": ""e32a9de71d3481267de3"", ""source"": ""play_store""}"
3d03c4fa4b2bc6a6a593,delivery fees is too high,"{""review_id"": ""3d03c4fa4b2bc6a6a593"", ""source"": ""play_store""}"
2d795d4b6c7ccc029a16,"order cheapest price, wear premium quality","{""review_id"": ""2d795d4b6c7ccc029a16"", ""source"": ""play_store""}"
689b9170300a9f44d87a,good app for shopping and assesories,"{""review_id"": ""689b9170300a9f44d87a"", ""source"": ""play_store""}"
4d7865094668da460420,good 👍🏻 product,"{""review_id"": ""4d7865094668da460420"", ""source"": ""play_store""}"
7eb3907906da9b0aa3ae,why they remove number what shows on top that how many articles are there ???,"{""review_id"": ""7eb3907906da9b0aa3ae"", ""source"": ""play_store""}"
4a495589f0271e5d5a66,nice product nice smell 👃soothing and calming,"{""review_id"": ""4a495589f0271e5d5a66"", ""source"": ""play_store""}"
29a3ed3e0b6758c3f6a4,very nice n trustworthy app,"{""review_id"": ""29a3ed3e0b6758c3f6a4"", ""source"": ""play_store""}"
5152a695596855055a29,fastest delivery,"{""review_id"": ""5152a695596855055a29"", ""source"": ""play_store""}"
d06d0411334189495b49,"You can find great projects on Mantra app, good quality, very nice.","{""review_id"": ""d06d0411334189495b49"", ""source"": ""play_store""}"
c4f8b25070afd35efd93,"I love u myntra ❤️😍🙈 such a easy to shop and return exchange procces is too much easy ,trusted and loved paltform I just ever feel.Happy 🫡😀🤗💘","{""review_id"": ""c4f8b25070afd35efd93"", ""source"": ""play_store""}"
afc5dca0fc97df43dd06,Myntra shopping app is very very good shopping app as compared toothers an d it is trustworthy. thankyou so much.,"{""review_id"": ""afc5dca0fc97df43dd06"", ""source"": ""play_store""}"
9d1f709225b10b5d8b4f,Best quality product ✨,"{""review_id"": ""9d1f709225b10b5d8b4f"", ""source"": ""play_store""}"
db17a04454e13e12f914,myntra is a good app I suggest you to check new and fresh collections and all the clothes are in our budget,"{""review_id"": ""db17a04454e13e12f914"", ""source"": ""play_store""}"
c5124369ba52324ba9ff,good and best materials,"{""review_id"": ""c5124369ba52324ba9ff"", ""source"": ""play_store""}"
47780a035ab9227c5c60,cod nahi h,"{""review_id"": ""47780a035ab9227c5c60"", ""source"": ""play_store""}"
79b3e1985d05fafd09b3,The Product of this shopping brand is too good,"{""review_id"": ""79b3e1985d05fafd09b3"", ""source"": ""play_store""}"
68ecf27fa13505665dc7,very nice 👍🏻 service,"{""review_id"": ""68ecf27fa13505665dc7"", ""source"": ""play_store""}"
4c92cfd955abd29122bf,Awesome deal always,"{""review_id"": ""4c92cfd955abd29122bf"", ""source"": ""play_store""}"
7d2f2769518e2232b177,Worst Shopping Experience with first order. After review I am removing the app. There is no return on order. Pure fraud.,"{""review_id"": ""7d2f2769518e2232b177"", ""source"": ""play_store""}"
2a2b8b2b3d396fbcff56,experience is good with myntra always,"{""review_id"": ""2a2b8b2b3d396fbcff56"", ""source"": ""play_store""}"
a806b8fa8b24e38587be,great service,"{""review_id"": ""a806b8fa8b24e38587be"", ""source"": ""play_store""}"
3cbc71ca9f002529749b,A very affordable app for online shopping..,"{""review_id"": ""3cbc71ca9f002529749b"", ""source"": ""play_store""}"
6fd747fd2b13b441138a,Very disappointed with Myntra. They deducted my money even though the delay was from their side. Product not delivered on time and poor customer support Unacceptable! Myntra delayed delivery but still cut the platform fee. This is unethical — refund the entire amount or I will report to consumer court,"{""review_id"": ""6fd747fd2b13b441138a"", ""source"": ""play_store""}"
989719dec9ebfdb87c47,All products are good in this App,"{""review_id"": ""989719dec9ebfdb87c47"", ""source"": ""play_store""}"
026a7de69f2cd071dd07,good product with decent discounts,"{""review_id"": ""026a7de69f2cd071dd07"", ""source"": ""play_store""}"
75dfd8639b8c68d4b088,nice and good app fast and good service,"{""review_id"": ""75dfd8639b8c68d4b088"", ""source"": ""play_store""}"
49adf72cde13284d41fa,very easy to use and clothes quality is really good,"{""review_id"": ""49adf72cde13284d41fa"", ""source"": ""play_store""}"
6582578baf605267e349,great app i just loving it,"{""review_id"": ""6582578baf605267e349"", ""source"": ""play_store""}"
d581d9cee1cff177532b,good product and good .money's,"{""review_id"": ""d581d9cee1cff177532b"", ""source"": ""play_store""}"
da5badc94d0572833859,good shopping app,"{""review_id"": ""da5badc94d0572833859"", ""source"": ""play_store""}"
64dc9c7d96f10deecfdf,Excillent app❣️,"{""review_id"": ""64dc9c7d96f10deecfdf"", ""source"": ""play_store""}"
8464853d21715f95385e,nice pant very nice design so pretty ❤️,"{""review_id"": ""8464853d21715f95385e"", ""source"": ""play_store""}"
eb9060800ef2bf18ff0b,"dear myntra company it's 2nd time I am not received my order on time why can you answer? dear myntra company your delivery partner was so much stupid they did not receive the call & If suddenly there is no one there, immediately cancel or postponed the call and then do not pick up the call again. I have not received my order in the last 4 days because of you (myntra Fashion shopping app)","{""review_id"": ""eb9060800ef2bf18ff0b"", ""source"": ""play_store""}"
f230bafd8be5ecb9c27c,very nice place,"{""review_id"": ""f230bafd8be5ecb9c27c"", ""source"": ""play_store""}"
6894e46ee989d6f591c4,the option for spinning and getting myncash is not available for everyone overall a decent aap for fashion,"{""review_id"": ""6894e46ee989d6f591c4"", ""source"": ""play_store""}"
6c70a9b5d24838c3e8f0,one of the best app for shopping,"{""review_id"": ""6c70a9b5d24838c3e8f0"", ""source"": ""play_store""}"
a4e57060301746dc7538,"very good product,as per my expectations and delivered on time","{""review_id"": ""a4e57060301746dc7538"", ""source"": ""play_store""}"
686cedcfaa8c23f40d39,Myntrapps are very good apping full,"{""review_id"": ""686cedcfaa8c23f40d39"", ""source"": ""play_store""}"
dc9a169afcdf47b86df1,l like the price game and offers .it's unique from other shopping sites,"{""review_id"": ""dc9a169afcdf47b86df1"", ""source"": ""play_store""}"
5bced90c97e9ddac0efa,cheap and best no other like this,"{""review_id"": ""5bced90c97e9ddac0efa"", ""source"": ""play_store""}"
b45e2aa30258c764ca53,good Quality of clothes and branded,"{""review_id"": ""b45e2aa30258c764ca53"", ""source"": ""play_store""}"
902fee51efb77d0bbdfb,"I'm really really thankful for their product delivery on time,best packing, working products and many things....... order now for best quality brands","{""review_id"": ""902fee51efb77d0bbdfb"", ""source"": ""play_store""}"
5ec9224acf262c365893,loved it 😻 😍 best shopping App,"{""review_id"": ""5ec9224acf262c365893"", ""source"": ""play_store""}"
14874d2bd8e473972e77,very nice 👍,"{""review_id"": ""14874d2bd8e473972e77"", ""source"": ""play_store""}"
e2e68b81d9ddd1699ddf,most trusted and reliable brands available here,"{""review_id"": ""e2e68b81d9ddd1699ddf"", ""source"": ""play_store""}"
33085b4235b3e832ea3b,"Myntra done fraud with me. Their delivery system is worst. I haven't received a product, but it has marked as delivered. Worst experience with Myntra.","{""review_id"": ""33085b4235b3e832ea3b"", ""source"": ""play_store""}"
945a1718c2212365ef8a,good app is is,"{""review_id"": ""945a1718c2212365ef8a"", ""source"": ""play_store""}"
79bd68abb3b582950de7,this aap is better than other app,"{""review_id"": ""79bd68abb3b582950de7"", ""source"": ""play_store""}"
2367f1b6cfc767643b6f,happy customer always,"{""review_id"": ""2367f1b6cfc767643b6f"", ""source"": ""play_store""}"
5bc6b115b6b772e0c1e0,very nice nd comfortable 👌 products,"{""review_id"": ""5bc6b115b6b772e0c1e0"", ""source"": ""play_store""}"
6fc7b58d93694d849ed0,I find variety of dresses of my size 7XL only on Myntra Great design and good quality of Fabric 👍💐,"{""review_id"": ""6fc7b58d93694d849ed0"", ""source"": ""play_store""}"
4020702d897012adecff,Nice app and branded products are there which are very beautiful ❤️,"{""review_id"": ""4020702d897012adecff"", ""source"": ""play_store""}"
